e,a,v,tx,op
tmdb.movie/132133,tmdb.movie/video,false,1,assert
tmdb.movie/132133,tmdb.movie/vote_average,6.8,1,assert
tmdb.movie/132133,tmdb.movie/vote_count,21,1,assert
tmdb.movie/1321599,tmdb.movie/adult,false,1,assert
tmdb.movie/1321599,tmdb.movie/backdrop_path,,1,assert
tmdb.movie/1321599,tmdb.movie/id,1321599,1,assert
tmdb.movie/1321599,tmdb.movie/original_language,en,1,assert
tmdb.movie/1321599,tmdb.movie/original_title,Projection/Admiration,1,assert
tmdb.movie/1321599,tmdb.movie/overview,Charli contemplates the messiness of the ethics in filmmaking and collaboration.,1,assert
tmdb.movie/1321599,tmdb.movie/popularity,4.8875,1,assert
tmdb.movie/1321599,tmdb.movie/poster_path,,1,assert
tmdb.movie/1321599,tmdb.movie/release_date,,1,assert
tmdb.movie/1321599,tmdb.movie/title,Projection/Admiration,1,assert
tmdb.movie/1321599,tmdb.movie/video,false,1,assert
tmdb.movie/1321599,tmdb.movie/vote_average,0,1,assert
tmdb.movie/1321599,tmdb.movie/vote_count,0,1,assert
tmdb.movie/1321685,tmdb.movie/adult,false,1,assert
tmdb.movie/1321685,tmdb.movie/backdrop_path,,1,assert
tmdb.movie/1321685,tmdb.movie/genre_id,80,1,assert
tmdb.movie/1321685,tmdb.movie/id,1321685,1,assert
tmdb.movie/1321685,tmdb.movie/original_language,en,1,assert
tmdb.movie/1321685,tmdb.movie/original_title,The Sensuous Caterer,1,assert
tmdb.movie/1321685,tmdb.movie/overview,,1,assert
tmdb.movie/1321685,tmdb.movie/popularity,3.921,1,assert
tmdb.movie/1321685,tmdb.movie/poster_path,/lfYzQ5NJ8rb9Oh0d4ly2CIbaLxQ.jpg,1,assert
tmdb.movie/1321685,tmdb.movie/release_date,1980-01-01,1,assert
tmdb.movie/1321685,tmdb.movie/title,The Sensuous Caterer,1,assert
tmdb.movie/1321685,tmdb.movie/video,false,1,assert
tmdb.movie/1321685,tmdb.movie/vote_average,0,1,assert
tmdb.movie/1321685,tmdb.movie/vote_count,0,1,assert
tmdb.movie/1321745,tmdb.movie/adult,false,1,assert
tmdb.movie/1321745,tmdb.movie/backdrop_path,/4AmEkFCJI4x9lapMiGKNE5S0aMa.jpg,1,assert
tmdb.movie/1321745,tmdb.movie/genre_id,36,1,assert
tmdb.movie/1321745,tmdb.movie/genre_id,99,1,assert
tmdb.movie/1321745,tmdb.movie/genre_id,10402,1,assert
tmdb.movie/1321745,tmdb.movie/genre_id,10770,1,assert
tmdb.movie/1321745,tmdb.movie/id,1321745,1,assert
tmdb.movie/1321745,tmdb.movie/original_language,de,1,assert
tmdb.movie/1321745,tmdb.movie/original_title,Punk Girls - Die weibliche Geschichte des britischen Punk,1,assert
tmdb.movie/1321745,tmdb.movie/overview,"London 1976: Between economic crises and the Silver Jubilee, something is brewing in the squats and basement clubs of West London: Punk. A promise, a new beginning. Punk meant self-empowerment, especially for the women in the scene. For the first time, women picked up guitar, bass and drums, formed bands and wrote their own songs.",1,assert
tmdb.movie/1321745,tmdb.movie/popularity,4.4764,1,assert
tmdb.movie/1321745,tmdb.movie/poster_path,/l60Stfi4CiL12jenI1gCICxvtBP.jpg,1,assert
tmdb.movie/1321745,tmdb.movie/release_date,2024-04-12,1,assert
tmdb.movie/1321745,tmdb.movie/title,Punk Girls - Die weibliche Geschichte des britischen Punk,1,assert
tmdb.movie/1321745,tmdb.movie/video,false,1,assert
tmdb.movie/1321745,tmdb.movie/vote_average,8,1,assert
tmdb.movie/1321745,tmdb.movie/vote_count,1,1,assert
tmdb.movie/1321916,tmdb.movie/adult,false,1,assert
tmdb.movie/1321916,tmdb.movie/backdrop_path,/ezS3jUiRydGeb4tOcIz4LiZKIjm.jpg,1,assert
tmdb.movie/1321916,tmdb.movie/genre_id,16,1,assert
tmdb.movie/1321916,tmdb.movie/genre_id,10751,1,assert
tmdb.movie/1321916,tmdb.movie/id,1321916,1,assert
tmdb.movie/1321916,tmdb.movie/original_language,en,1,assert
tmdb.movie/1321916,tmdb.movie/original_title,Disney Animation: The Illusion of Life,1,assert
tmdb.movie/1321916,tmdb.movie/overview,"Former Disney child star Hayley Mills returns to the Walt Disney Studio for a look at the techniques of animated film production, with various veteran Disney animators illustrating said techniques.",1,assert
tmdb.movie/1321916,tmdb.movie/popularity,5.4387,1,assert
tmdb.movie/1321916,tmdb.movie/poster_path,/2PHjXVQlFVuoGpVu9wbi3cMTS1m.jpg,1,assert
tmdb.movie/1321916,tmdb.movie/release_date,1981-04-26,1,assert
tmdb.movie/1321916,tmdb.movie/title,Disney Animation: The Illusion of Life,1,assert
tmdb.movie/1321916,tmdb.movie/video,false,1,assert
tmdb.movie/1321916,tmdb.movie/vote_average,0,1,assert
tmdb.movie/1321916,tmdb.movie/vote_count,0,1,assert
tmdb.movie/1322156,tmdb.movie/adult,false,1,assert
tmdb.movie/1322156,tmdb.movie/backdrop_path,/31uJpJWzQxKL4JXMOTrG1qNdPS8.jpg,1,assert
tmdb.movie/1322156,tmdb.movie/genre_id,27,1,assert
tmdb.movie/1322156,tmdb.movie/id,1322156,1,assert
tmdb.movie/1322156,tmdb.movie/original_language,en,1,assert
tmdb.movie/1322156,tmdb.movie/original_title,Left One Alive,1,assert
tmdb.movie/1322156,tmdb.movie/overview,Sara survived a monster massacre. And then her problems really began.,1,assert
tmdb.movie/1322156,tmdb.movie/popularity,3.7543,1,assert
tmdb.movie/1322156,tmdb.movie/poster_path,/oJv5ItTWtiywwbQPOiiekkrNVqg.jpg,1,assert
tmdb.movie/1322156,tmdb.movie/release_date,2024-09-29,1,assert
tmdb.movie/1322156,tmdb.movie/title,Left One Alive,1,assert
tmdb.movie/1322156,tmdb.movie/video,false,1,assert
tmdb.movie/1322156,tmdb.movie/vote_average,0,1,assert
tmdb.movie/1322156,tmdb.movie/vote_count,1,1,assert
tmdb.movie/132232,tmdb.movie/adult,false,1,assert
tmdb.movie/132232,tmdb.movie/backdrop_path,/cu3uaBqPORcfpKQWaIjA1GJbvEg.jpg,1,assert
tmdb.movie/132232,tmdb.movie/genre_id,27,1,assert
tmdb.movie/132232,tmdb.movie/id,132232,1,assert
tmdb.movie/132232,tmdb.movie/original_language,en,1,assert
tmdb.movie/132232,tmdb.movie/original_title,Mama,1,assert
tmdb.movie/132232,tmdb.movie/overview,"Guillermo del Toro presents Mama, a supernatural thriller that tells the haunting tale of two little girls who disappeared into the woods the day that their parents were killed. When they are rescued years later and begin a new life, they find that someone or something still wants to come tuck them in at night.",1,assert
tmdb.movie/132232,tmdb.movie/popularity,6.2073,1,assert
tmdb.movie/132232,tmdb.movie/poster_path,/eo8BhR8Q5STmWE9sMLsEPagxmy6.jpg,1,assert
tmdb.movie/132232,tmdb.movie/release_date,2013-01-17,1,assert
tmdb.movie/132232,tmdb.movie/title,Mama,1,assert
tmdb.movie/132232,tmdb.movie/video,false,1,assert
tmdb.movie/132232,tmdb.movie/vote_average,6.287,1,assert
tmdb.movie/132232,tmdb.movie/vote_count,4330,1,assert
tmdb.movie/1322752,tmdb.movie/adult,false,1,assert
tmdb.movie/1322752,tmdb.movie/backdrop_path,/kLpIAD9WWku0VhGNWJ7bjUilPjK.jpg,1,assert
tmdb.movie/1322752,tmdb.movie/genre_id,16,1,assert
tmdb.movie/1322752,tmdb.movie/genre_id,10402,1,assert
tmdb.movie/1322752,tmdb.movie/id,1322752,1,assert
tmdb.movie/1322752,tmdb.movie/original_language,ja,1,assert
tmdb.movie/1322752,tmdb.movie/original_title,劇場版プロジェクトセカイ 壊れたセカイと歌えないミク,1,assert
tmdb.movie/1322752,tmdb.movie/overview,"Ichika is a high school musician who can enter a mysterious place called “SEKAI,” where she and her friends express their innermost emotions through music alongside Hatsune Miku. One day after giving a live performance, Ichika meets a new Miku that she has never seen before. No matter how hard this new Miku tries to sing, she struggles connecting with the hearts of her listeners. Miku must rely on the help of others to find a way to sing again.",1,assert
tmdb.movie/1322752,tmdb.movie/popularity,14.4158,1,assert
tmdb.movie/1322752,tmdb.movie/poster_path,/1yvLeQrwyu9NgpKFlPvTwtXQMD3.jpg,1,assert
tmdb.movie/1322752,tmdb.movie/release_date,2025-01-17,1,assert
tmdb.movie/1322752,tmdb.movie/title,COLORFUL STAGE! The Movie: A Miku Who Can't Sing,1,assert
tmdb.movie/1322752,tmdb.movie/video,false,1,assert
tmdb.movie/1322752,tmdb.movie/vote_average,7.6,1,assert
tmdb.movie/1322752,tmdb.movie/vote_count,31,1,assert
tmdb.movie/132325,tmdb.movie/adult,false,1,assert
tmdb.movie/132325,tmdb.movie/backdrop_path,,1,assert
tmdb.movie/132325,tmdb.movie/id,132325,1,assert
tmdb.movie/132325,tmdb.movie/original_language,es,1,assert
tmdb.movie/132325,tmdb.movie/original_title,El rey de los albures,1,assert
tmdb.movie/132325,tmdb.movie/overview,,1,assert
tmdb.movie/132325,tmdb.movie/popularity,3.2357,1,assert
tmdb.movie/132325,tmdb.movie/poster_path,/iTakH8bE8jydywcOYoBJ66y9U88.jpg,1,assert
tmdb.movie/132325,tmdb.movie/release_date,1982-01-21,1,assert
tmdb.movie/132325,tmdb.movie/title,El rey de los albures,1,assert
tmdb.movie/132325,tmdb.movie/video,false,1,assert
tmdb.movie/132325,tmdb.movie/vote_average,5.4,1,assert
tmdb.movie/132325,tmdb.movie/vote_count,5,1,assert
tmdb.movie/1323409,tmdb.movie/adult,false,1,assert
tmdb.movie/1323409,tmdb.movie/backdrop_path,/kKq8FhAwqfRtrtSbMDauFqOGM9Y.jpg,1,assert
tmdb.movie/1323409,tmdb.movie/genre_id,27,1,assert
tmdb.movie/1323409,tmdb.movie/genre_id,35,1,assert
tmdb.movie/1323409,tmdb.movie/id,1323409,1,assert
tmdb.movie/1323409,tmdb.movie/original_language,ro,1,assert
tmdb.movie/1323409,tmdb.movie/original_title,Dracula,1,assert
tmdb.movie/1323409,tmdb.movie/overview,"In modern-day Transylvania, vampire hunts and labor strikes collide with sci-fi twists, romance, and AI-crafted tales, as multiple storylines blend folklore, classic horror, and contemporary elements into a fresh take on Dracula's legend.",1,assert
tmdb.movie/1323409,tmdb.movie/popularity,6.7317,1,assert
tmdb.movie/1323409,tmdb.movie/poster_path,/cklLnefaXrDV0zfDtIOrvSsneJz.jpg,1,assert
tmdb.movie/1323409,tmdb.movie/release_date,2025-10-15,1,assert
tmdb.movie/1323409,tmdb.movie/title,Dracula,1,assert
tmdb.movie/1323409,tmdb.movie/video,false,1,assert
tmdb.movie/1323409,tmdb.movie/vote_average,7.071,1,assert
tmdb.movie/1323409,tmdb.movie/vote_count,7,1,assert
tmdb.movie/132363,tmdb.movie/adult,false,1,assert
tmdb.movie/132363,tmdb.movie/backdrop_path,/g0nLh5eQjTcffJUavvatBNkaSpy.jpg,1,assert
tmdb.movie/132363,tmdb.movie/genre_id,18,1,assert
tmdb.movie/132363,tmdb.movie/id,132363,1,assert
tmdb.movie/132363,tmdb.movie/original_language,en,1,assert
tmdb.movie/132363,tmdb.movie/original_title,The Butler,1,assert
tmdb.movie/132363,tmdb.movie/overview,"Cecil Gaines was a sharecropper's son who grew up in the 1920s as a domestic servant for the white family who casually destroyed his. Eventually striking out on his own, Cecil becomes a hotel valet of such efficiency and discreteness in the 1950s that he becomes a butler in the White House itself. There, Cecil would serve numerous US Presidents over the decades as a passive witness of history with the American Civil Rights Movement gaining momentum even as his family has troubles of its own. As his wife, Gloria, struggles with alcoholism and his defiant eldest son, Louis, strives for a just world, Cecil must decide whether he should take action in his own way.",1,assert
tmdb.movie/132363,tmdb.movie/popularity,5.6781,1,assert
tmdb.movie/132363,tmdb.movie/poster_path,/pAi8Bl3ZKX6pANPVhNwbhbQANop.jpg,1,assert
tmdb.movie/132363,tmdb.movie/release_date,2013-08-16,1,assert
tmdb.movie/132363,tmdb.movie/title,The Butler,1,assert
tmdb.movie/132363,tmdb.movie/video,false,1,assert
tmdb.movie/132363,tmdb.movie/vote_average,7.331,1,assert
tmdb.movie/132363,tmdb.movie/vote_count,2976,1,assert
tmdb.movie/1324072,tmdb.movie/adult,false,1,assert
tmdb.movie/1324072,tmdb.movie/backdrop_path,/5wAqch8kUUXIXmwZIk2PXYlL66S.jpg,1,assert
tmdb.movie/1324072,tmdb.movie/genre_id,27,1,assert
tmdb.movie/1324072,tmdb.movie/id,1324072,1,assert
tmdb.movie/1324072,tmdb.movie/original_language,pt,1,assert
tmdb.movie/1324072,tmdb.movie/original_title,A Maldição de Romanova,1,assert
tmdb.movie/1324072,tmdb.movie/overview,"Four pre-teenagers investigate the kidnapping of a schoolmate until they reach a witch, Romanova, who takes another friend before disappearing. Fifteen years later, Romanova reappears and one of the survivors must rally the rest to put an end to her.",1,assert
tmdb.movie/1324072,tmdb.movie/popularity,3.2739,1,assert
tmdb.movie/1324072,tmdb.movie/poster_path,/rsPfgQ1GQVyBdygs0W4XjssP40j.jpg,1,assert
tmdb.movie/1324072,tmdb.movie/release_date,2024-06-04,1,assert
tmdb.movie/1324072,tmdb.movie/title,The Curse of Romanova,1,assert
tmdb.movie/1324072,tmdb.movie/video,false,1,assert
tmdb.movie/1324072,tmdb.movie/vote_average,0,1,assert
tmdb.movie/1324072,tmdb.movie/vote_count,0,1,assert
tmdb.movie/1324677,tmdb.movie/adult,false,1,assert
tmdb.movie/1324677,tmdb.movie/backdrop_path,/hyfkfLW96bh60ZHtV31KorErSZl.jpg,1,assert
tmdb.movie/1324677,tmdb.movie/genre_id,35,1,assert
tmdb.movie/1324677,tmdb.movie/id,1324677,1,assert
tmdb.movie/1324677,tmdb.movie/original_language,en,1,assert
tmdb.movie/1324677,tmdb.movie/original_title,Carmen Christopher: Live from the Windy City,1,assert
tmdb.movie/1324677,tmdb.movie/overview,Carmen Christopher returns home to Chicago for his new special where he blends reality with absurdity to present a dynamic hour of comedy.,1,assert
tmdb.movie/1324677,tmdb.movie/popularity,4.898,1,assert
tmdb.movie/1324677,tmdb.movie/poster_path,/AiL1TRcjCz8IjXTAQEIQEBpZwbk.jpg,1,assert
tmdb.movie/1324677,tmdb.movie/release_date,2024-08-01,1,assert
tmdb.movie/1324677,tmdb.movie/title,Carmen Christopher: Live from the Windy City,1,assert
tmdb.movie/1324677,tmdb.movie/video,false,1,assert
tmdb.movie/1324677,tmdb.movie/vote_average,0,1,assert
tmdb.movie/1324677,tmdb.movie/vote_count,0,1,assert
tmdb.movie/1324717,tmdb.movie/adult,false,1,assert
tmdb.movie/1324717,tmdb.movie/backdrop_path,/cJ6bGqgP8cmnssiA4NbIrXgqRCo.jpg,1,assert
tmdb.movie/1324717,tmdb.movie/genre_id,10751,1,assert
tmdb.movie/1324717,tmdb.movie/id,1324717,1,assert
tmdb.movie/1324717,tmdb.movie/original_language,te,1,assert
tmdb.movie/1324717,tmdb.movie/original_title,Babai Hotel,1,assert
tmdb.movie/1324717,tmdb.movie/overview,"Babai Hotel is a 1992 Telugu-language comedy drama film directed by Jandhyala and produced by K. S. Rama Rao under the banner Creative Commercials. The film stars Brahmanandam, Gundu Hanumantha Rao and Kinnera.[1] This movie was named based on Babai Hotel in Vijayawada.",1,assert
tmdb.movie/1324717,tmdb.movie/popularity,4.8132,1,assert
tmdb.movie/1324717,tmdb.movie/poster_path,/eyq5wUPO0PeHIuuXITCekZYGzM6.jpg,1,assert
tmdb.movie/1324717,tmdb.movie/release_date,1992-06-05,1,assert
tmdb.movie/1324717,tmdb.movie/title,Babai Hotel,1,assert
tmdb.movie/1324717,tmdb.movie/video,false,1,assert
tmdb.movie/1324717,tmdb.movie/vote_average,0,1,assert
tmdb.movie/1324717,tmdb.movie/vote_count,0,1,assert
tmdb.movie/1324923,tmdb.movie/adult,false,1,assert
tmdb.movie/1324923,tmdb.movie/backdrop_path,/t9FIKABadNBLQaHTu3jnmT5tnhL.jpg,1,assert
tmdb.movie/1324923,tmdb.movie/genre_id,53,1,assert
tmdb.movie/1324923,tmdb.movie/genre_id,878,1,assert
tmdb.movie/1324923,tmdb.movie/id,1324923,1,assert
tmdb.movie/1324923,tmdb.movie/original_language,en,1,assert
tmdb.movie/1324923,tmdb.movie/original_title,A Quiet Place Part III,1,assert
tmdb.movie/1324923,tmdb.movie/overview,The third instalment in the franchise. Plot TBA.,1,assert
tmdb.movie/1324923,tmdb.movie/popularity,3.9866,1,assert
tmdb.movie/1324923,tmdb.movie/poster_path,/ouiObAvrc9nZRaFlAlJjmQ4lvh8.jpg,1,assert
tmdb.movie/1324923,tmdb.movie/release_date,2027-07-29,1,assert
tmdb.movie/1324923,tmdb.movie/title,A Quiet Place Part III,1,assert
tmdb.movie/1324923,tmdb.movie/video,false,1,assert
tmdb.movie/1324923,tmdb.movie/vote_average,0,1,assert
tmdb.movie/1324923,tmdb.movie/vote_count,0,1,assert
tmdb.movie/1325218,tmdb.movie/adult,false,1,assert
tmdb.movie/1325218,tmdb.movie/backdrop_path,/wNlwSPERbffDfSMnt1W8O8iIuxj.jpg,1,assert
tmdb.movie/1325218,tmdb.movie/genre_id,18,1,assert
tmdb.movie/1325218,tmdb.movie/id,1325218,1,assert
tmdb.movie/1325218,tmdb.movie/original_language,tl,1,assert
tmdb.movie/1325218,tmdb.movie/original_title,Private Tutor,1,assert
tmdb.movie/1325218,tmdb.movie/overview,A hot private tutor gives a lesson on intimacy to a curious student. But for how long can they keep their lessons private when somebody else wants to join in on the topic?,1,assert
tmdb.movie/1325218,tmdb.movie/popularity,6.2175,1,assert
tmdb.movie/1325218,tmdb.movie/poster_path,/pi8j7lZpMa8tQOd4ylvPkSgSVRG.jpg,1,assert
tmdb.movie/1325218,tmdb.movie/release_date,2024-08-27,1,assert
tmdb.movie/1325218,tmdb.movie/title,Private Tutor,1,assert
tmdb.movie/1325218,tmdb.movie/video,false,1,assert
tmdb.movie/1325218,tmdb.movie/vote_average,3.8,1,assert
tmdb.movie/1325218,tmdb.movie/vote_count,5,1,assert
tmdb.movie/1325259,tmdb.movie/adult,false,1,assert
tmdb.movie/1325259,tmdb.movie/backdrop_path,,1,assert
tmdb.movie/1325259,tmdb.movie/genre_id,18,1,assert
tmdb.movie/1325259,tmdb.movie/id,1325259,1,assert
tmdb.movie/1325259,tmdb.movie/original_language,en,1,assert
tmdb.movie/1325259,tmdb.movie/original_title,Driving Force,1,assert
tmdb.movie/1325259,tmdb.movie/overview,A man struggles with faith and forgiveness after a drunk driving accident takes the life of his young daughter.,1,assert
tmdb.movie/1325259,tmdb.movie/popularity,3.4562,1,assert
tmdb.movie/1325259,tmdb.movie/poster_path,/fTJ16bRwx8E09FzBamhmzSNI9nH.jpg,1,assert
tmdb.movie/1325259,tmdb.movie/release_date,2023-05-01,1,assert
tmdb.movie/1325259,tmdb.movie/title,Driving Force,1,assert
tmdb.movie/1325259,tmdb.movie/video,false,1,assert
tmdb.movie/1325259,tmdb.movie/vote_average,1,1,assert
tmdb.movie/1325259,tmdb.movie/vote_count,1,1,assert
tmdb.movie/1325333,tmdb.movie/adult,false,1,assert
tmdb.movie/1325333,tmdb.movie/backdrop_path,,1,assert
tmdb.movie/1325333,tmdb.movie/genre_id,99,1,assert
tmdb.movie/1325333,tmdb.movie/id,1325333,1,assert
tmdb.movie/1325333,tmdb.movie/original_language,en,1,assert
tmdb.movie/1325333,tmdb.movie/original_title,Little Secret,1,assert
tmdb.movie/1325333,tmdb.movie/overview,"A group of teenagers who have been selected to participate in a recreational white water rafting trip. All of the kids selected have AIDS or have been infected with the HIV virus. At some point during the trip, all the kids tell their stories and share their feelings about what their lives have been like since being infected with the virus and how they struggle to live normal lives with a hope of a cure in the future.",1,assert
tmdb.movie/1325333,tmdb.movie/popularity,5.1212,1,assert
tmdb.movie/1325333,tmdb.movie/poster_path,,1,assert
tmdb.movie/1325333,tmdb.movie/release_date,1999-09-16,1,assert
tmdb.movie/1325333,tmdb.movie/title,Little Secret,1,assert
tmdb.movie/1325333,tmdb.movie/video,false,1,assert
tmdb.movie/1325333,tmdb.movie/vote_average,0,1,assert
tmdb.movie/1325333,tmdb.movie/vote_count,1,1,assert
tmdb.movie/1325360,tmdb.movie/adult,false,1,assert
tmdb.movie/1325360,tmdb.movie/backdrop_path,,1,assert
tmdb.movie/1325360,tmdb.movie/genre_id,35,1,assert
tmdb.movie/1325360,tmdb.movie/id,1325360,1,assert
tmdb.movie/1325360,tmdb.movie/original_language,en,1,assert
tmdb.movie/1325360,tmdb.movie/original_title,The Path of Glory,1,assert
tmdb.movie/1325360,tmdb.movie/overview,Comedy about two Ruritanian countries who declare war on each other with the mutual intention of losing. Political satire that might have been Britain’s answer to Duck Soup.,1,assert
tmdb.movie/1325360,tmdb.movie/popularity,3.9164,1,assert
tmdb.movie/1325360,tmdb.movie/poster_path,,1,assert
tmdb.movie/1325360,tmdb.movie/release_date,1934-10-08,1,assert
tmdb.movie/1325360,tmdb.movie/title,The Path of Glory,1,assert
tmdb.movie/1325360,tmdb.movie/video,false,1,assert
tmdb.movie/1325360,tmdb.movie/vote_average,0,1,assert
tmdb.movie/1325360,tmdb.movie/vote_count,0,1,assert
tmdb.movie/1325678,tmdb.movie/adult,false,1,assert
tmdb.movie/1325678,tmdb.movie/backdrop_path,/rUrOOrPZFY43F6TLpq1FoGs3pqN.jpg,1,assert
tmdb.movie/1325678,tmdb.movie/genre_id,18,1,assert
tmdb.movie/1325678,tmdb.movie/id,1325678,1,assert
tmdb.movie/1325678,tmdb.movie/original_language,en,1,assert
tmdb.movie/1325678,tmdb.movie/original_title,Sarah's Oil,1,assert
tmdb.movie/1325678,tmdb.movie/overview,"Sarah Rector, an African-American girl born in Oklahoma Indian Territory in the early 1900s, believes there is oil beneath the barren land she’s allotted, and her faith is proven right. As greedy oil sharks close in, Sarah turns to her family, friends, and some Texas wildcatters to maintain control of her oil-rich land, eventually becoming among the nation's first female African-American millionaires—at eleven years old.",1,assert
tmdb.movie/1325678,tmdb.movie/popularity,6.5054,1,assert
tmdb.movie/1325678,tmdb.movie/poster_path,/Av1CK61z33v2OBFLD1yF5rdRxQ1.jpg,1,assert
tmdb.movie/1325678,tmdb.movie/release_date,2025-11-06,1,assert
tmdb.movie/1325678,tmdb.movie/title,Sarah's Oil,1,assert
tmdb.movie/1325678,tmdb.movie/video,false,1,assert
tmdb.movie/1325678,tmdb.movie/vote_average,7.853,1,assert
tmdb.movie/1325678,tmdb.movie/vote_count,34,1,assert
tmdb.movie/1325912,tmdb.movie/adult,false,1,assert
tmdb.movie/1325912,tmdb.movie/backdrop_path,/bnGgV0X5D74Ib9ZF3J5BvMmlEik.jpg,1,assert
tmdb.movie/1325912,tmdb.movie/genre_id,10749,1,assert
tmdb.movie/1325912,tmdb.movie/genre_id,10770,1,assert
tmdb.movie/1325912,tmdb.movie/id,1325912,1,assert
tmdb.movie/1325912,tmdb.movie/original_language,en,1,assert
tmdb.movie/1325912,tmdb.movie/original_title,The Christmas Quest,1,assert
tmdb.movie/1325912,tmdb.movie/overview,"An archaeologist, her ex-husband who is a Norse language expert, search for legendary treasure in Iceland during Christmas. Others join the hunt, leading to a thrilling race to secure the treasure before the wrong people obtain it.",1,assert
tmdb.movie/1325912,tmdb.movie/popularity,3.8382,1,assert
tmdb.movie/1325912,tmdb.movie/poster_path,/iWdCr0xFWQP2ei05pFpduyrTxwg.jpg,1,assert
tmdb.movie/1325912,tmdb.movie/release_date,2024-12-01,1,assert
tmdb.movie/1325912,tmdb.movie/title,The Christmas Quest,1,assert
tmdb.movie/1325912,tmdb.movie/video,false,1,assert
tmdb.movie/1325912,tmdb.movie/vote_average,6.833,1,assert
tmdb.movie/1325912,tmdb.movie/vote_count,27,1,assert
tmdb.movie/1325944,tmdb.movie/adult,false,1,assert
tmdb.movie/1325944,tmdb.movie/backdrop_path,,1,assert
tmdb.movie/1325944,tmdb.movie/genre_id,35,1,assert
tmdb.movie/1325944,tmdb.movie/id,1325944,1,assert
tmdb.movie/1325944,tmdb.movie/original_language,en,1,assert
tmdb.movie/1325944,tmdb.movie/original_title,What a Man!,1,assert
tmdb.movie/1325944,tmdb.movie/overview,Comedy of an incompetent photographer and scoutmaster who achieves his wife's ambition for him of office with the local council more by luck than judgement.,1,assert
tmdb.movie/1325944,tmdb.movie/popularity,3.5464,1,assert
tmdb.movie/1325944,tmdb.movie/poster_path,,1,assert
tmdb.movie/1325944,tmdb.movie/release_date,1939-01-01,1,assert
tmdb.movie/1325944,tmdb.movie/title,What a Man!,1,assert
tmdb.movie/1325944,tmdb.movie/video,false,1,assert
tmdb.movie/1325944,tmdb.movie/vote_average,0,1,assert
tmdb.movie/1325944,tmdb.movie/vote_count,0,1,assert
tmdb.movie/1326102,tmdb.movie/adult,false,1,assert
tmdb.movie/1326102,tmdb.movie/backdrop_path,,1,assert
tmdb.movie/1326102,tmdb.movie/genre_id,35,1,assert
tmdb.movie/1326102,tmdb.movie/genre_id,10749,1,assert
tmdb.movie/1326102,tmdb.movie/id,1326102,1,assert
tmdb.movie/1326102,tmdb.movie/original_language,en,1,assert
tmdb.movie/1326102,tmdb.movie/original_title,The Pet-Nup,1,assert
tmdb.movie/1326102,tmdb.movie/overview,"Recently divorced, a couple embarks on new relationships while embroiled in a bitter custody battle over their beloved dog, forcing them to extreme measures as stipulated in their ""Pet-Nup"" agreement.",1,assert
tmdb.movie/1326102,tmdb.movie/popularity,4.1773,1,assert
tmdb.movie/1326102,tmdb.movie/poster_path,,1,assert
tmdb.movie/1326102,tmdb.movie/release_date,,1,assert
tmdb.movie/1326102,tmdb.movie/title,The Pet-Nup,1,assert
tmdb.movie/1326102,tmdb.movie/video,false,1,assert
tmdb.movie/1326102,tmdb.movie/vote_average,0,1,assert
tmdb.movie/1326102,tmdb.movie/vote_count,0,1,assert
tmdb.movie/1326106,tmdb.movie/adult,false,1,assert
tmdb.movie/1326106,tmdb.movie/backdrop_path,/iZ0ZSnhmHB3k1KDkDzEz65f5iia.jpg,1,assert
tmdb.movie/1326106,tmdb.movie/genre_id,16,1,assert
tmdb.movie/1326106,tmdb.movie/genre_id,878,1,assert
tmdb.movie/1326106,tmdb.movie/id,1326106,1,assert
tmdb.movie/1326106,tmdb.movie/original_language,ja,1,assert
tmdb.movie/1326106,tmdb.movie/original_title,怪獣８号 第1期総集編／同時上映「保科の休日」,1,assert
tmdb.movie/1326106,tmdb.movie/overview,"In a Kaiju-filled Japan, Kafka Hibino works in monster disposal. After reuniting with his childhood friend Mina Ashiro, a rising star in the anti-Kaiju Defense Force, he decides to pursue his abandoned dream of joining the Force, when he suddenly transforms into the powerful ""Kaiju No. 8."" An action-packed recap of the first season of Kaiju No. 8 and a new original episode, Hoshina's Day Off.",1,assert
tmdb.movie/1326106,tmdb.movie/popularity,8.9049,1,assert
tmdb.movie/1326106,tmdb.movie/poster_path,/2mU8qUbYKlHBdmDDbCmKLuqXd1m.jpg,1,assert
tmdb.movie/1326106,tmdb.movie/release_date,2025-03-28,1,assert
tmdb.movie/1326106,tmdb.movie/title,Kaiju No. 8: Mission Recon,1,assert
tmdb.movie/1326106,tmdb.movie/video,false,1,assert
tmdb.movie/1326106,tmdb.movie/vote_average,7.925,1,assert
tmdb.movie/1326106,tmdb.movie/vote_count,80,1,assert
tmdb.movie/1326131,tmdb.movie/adult,false,1,assert
tmdb.movie/1326131,tmdb.movie/backdrop_path,,1,assert
tmdb.movie/1326131,tmdb.movie/id,1326131,1,assert
tmdb.movie/1326131,tmdb.movie/original_language,en,1,assert
tmdb.movie/1326131,tmdb.movie/original_title,The Sky Socialist: Flight,1,assert
tmdb.movie/1326131,tmdb.movie/overview,Ken Jacobs short film eventually incorporated into The Sky Socialist.,1,assert
tmdb.movie/1326131,tmdb.movie/popularity,4.1297,1,assert
tmdb.movie/1326131,tmdb.movie/poster_path,/k556fqEzlvaTv5TGTMQ9XnNiXuD.jpg,1,assert
