e,a,v,tx,op
tmdb.movie/104325,tmdb.movie/id,104325,41358,assert
tmdb.movie/104325,tmdb.movie/genre_id,878,41358,assert
tmdb.movie/104325,tmdb.movie/genre_id,27,41358,assert
tmdb.movie/104325,tmdb.movie/backdrop_path,/xBLf5uonh3C9iHqGyQ4nFLCe1ux.jpg,41358,assert
tmdb.movie/104325,tmdb.movie/adult,false,41358,assert
tmdb.movie/104335,tmdb.movie/vote_count,36,41459,assert
tmdb.movie/104335,tmdb.movie/vote_average,5.7,41459,assert
tmdb.movie/104335,tmdb.movie/video,false,41459,assert
tmdb.movie/104335,tmdb.movie/title,The Black Corsair,41459,assert
tmdb.movie/104335,tmdb.movie/release_date,1976-12-22,41459,assert
tmdb.movie/104335,tmdb.movie/poster_path,/dCN9XYHHGc4ZiOQ0VKu9qAcWTvl.jpg,41459,assert
tmdb.movie/104335,tmdb.movie/popularity,3.5641,41459,assert
tmdb.movie/104335,tmdb.movie/overview,"The story circulates around the classical Black Pirate and his battle against arch enemy Prins van Gould. The Black Pirate is out for revenge on his brothers' killers. He has a blood-planned way to go, and he trusts only to his own rap sword.",41459,assert
tmdb.movie/104335,tmdb.movie/original_title,Il corsaro nero,41459,assert
tmdb.movie/104335,tmdb.movie/original_language,it,41459,assert
tmdb.movie/104335,tmdb.movie/id,104335,41459,assert
tmdb.movie/104335,tmdb.movie/genre_id,28,41459,assert
tmdb.movie/104335,tmdb.movie/genre_id,12,41459,assert
tmdb.movie/104335,tmdb.movie/backdrop_path,/t8s0MQOf4uzVtDdndcgp0v6MH71.jpg,41459,assert
tmdb.movie/104335,tmdb.movie/adult,false,41459,assert
tmdb.movie/10437,tmdb.movie/vote_count,1134,41561,assert
tmdb.movie/10437,tmdb.movie/vote_average,7.4,41561,assert
tmdb.movie/10437,tmdb.movie/video,false,41561,assert
tmdb.movie/10437,tmdb.movie/title,The Muppet Christmas Carol,41561,assert
tmdb.movie/10437,tmdb.movie/release_date,1992-12-11,41561,assert
tmdb.movie/10437,tmdb.movie/poster_path,/ssrV29QSVVJuemBHho0Qx7pFYak.jpg,41561,assert
tmdb.movie/10437,tmdb.movie/popularity,13.2483,41561,assert
tmdb.movie/10437,tmdb.movie/overview,"A retelling of the classic Dickens tale of Ebenezer Scrooge, miser extraordinaire. He is held accountable for his dastardly ways during night-time visitations by the Ghosts of Christmas Past, Present and Future.",41561,assert
tmdb.movie/10437,tmdb.movie/original_title,The Muppet Christmas Carol,41561,assert
tmdb.movie/10437,tmdb.movie/original_language,en,41561,assert
tmdb.movie/10437,tmdb.movie/id,10437,41561,assert
tmdb.movie/10437,tmdb.movie/genre_id,35,41561,assert
tmdb.movie/10437,tmdb.movie/backdrop_path,/kLVWvnUdqQ07WjbAYGpmiD2ZFQa.jpg,41561,assert
tmdb.movie/10437,tmdb.movie/adult,false,41561,assert
tmdb.movie/1043820,tmdb.movie/vote_count,0,41149,assert
tmdb.movie/1043820,tmdb.movie/vote_average,0,41149,assert
tmdb.movie/1043820,tmdb.movie/video,false,41149,assert
tmdb.movie/1043820,tmdb.movie/title,De vrouw Clasina,41149,assert
tmdb.movie/1043820,tmdb.movie/release_date,1915-09-03,41149,assert
tmdb.movie/1043820,tmdb.movie/poster_path,,41149,assert
tmdb.movie/1043820,tmdb.movie/popularity,5.3951,41149,assert
tmdb.movie/1043820,tmdb.movie/overview,"A press release and a review describe a scene from the film: a skipper refuses to abandon his burning ship, despite his daughter's pleas. In a last-ditch attempt to save her father, the daughter jumps into the water and climbs onto the burning ship.",41149,assert
tmdb.movie/1043820,tmdb.movie/original_title,De vrouw Clasina,41149,assert
tmdb.movie/1043820,tmdb.movie/original_language,nl,41149,assert
tmdb.movie/1043820,tmdb.movie/id,1043820,41149,assert
tmdb.movie/1043820,tmdb.movie/genre_id,18,41149,assert
tmdb.movie/1043820,tmdb.movie/backdrop_path,,41149,assert
tmdb.movie/1043820,tmdb.movie/adult,false,41149,assert
tmdb.movie/10439,tmdb.movie/vote_count,3216,41224,assert
tmdb.movie/10439,tmdb.movie/vote_average,7.038,41224,assert
tmdb.movie/10439,tmdb.movie/video,false,41224,assert
tmdb.movie/10439,tmdb.movie/title,Hocus Pocus,41224,assert
tmdb.movie/10439,tmdb.movie/release_date,1993-07-16,41224,assert
tmdb.movie/10439,tmdb.movie/poster_path,/by4D4Q9NlUjFSEUA1yrxq6ksXmk.jpg,41224,assert
tmdb.movie/10439,tmdb.movie/popularity,5.295,41224,assert
tmdb.movie/10439,tmdb.movie/overview,"After 300 years of slumber, three sister witches are accidentally resurrected in Salem on Halloween night, and it is up to three kids and their newfound feline friend to put an end to the witches' reign of terror once and for all.",41224,assert
tmdb.movie/10439,tmdb.movie/original_title,Hocus Pocus,41224,assert
tmdb.movie/10439,tmdb.movie/original_language,en,41224,assert
tmdb.movie/10439,tmdb.movie/id,10439,41224,assert
tmdb.movie/10439,tmdb.movie/genre_id,35,41224,assert
tmdb.movie/10439,tmdb.movie/genre_id,14,41224,assert
tmdb.movie/10439,tmdb.movie/backdrop_path,/ncr6KR7bBF8cps6yZKiTAwClpn1.jpg,41224,assert
tmdb.movie/10439,tmdb.movie/adult,false,41224,assert
tmdb.movie/1043905,tmdb.movie/vote_count,354,41134,assert
tmdb.movie/1043905,tmdb.movie/vote_average,6.153,41134,assert
tmdb.movie/1043905,tmdb.movie/video,false,41134,assert
tmdb.movie/1043905,tmdb.movie/title,Dirty Angels,41134,assert
tmdb.movie/1043905,tmdb.movie/release_date,2024-12-11,41134,assert
tmdb.movie/1043905,tmdb.movie/poster_path,/1y3TG8N8zwwMxqh0qzdyDs3IyCq.jpg,41134,assert
tmdb.movie/1043905,tmdb.movie/popularity,6.6111,41134,assert
tmdb.movie/1043905,tmdb.movie/overview,"During the United States' 2021 withdrawal from Afghanistan, a group of female soldiers posing as medical relief are sent back in to rescue a group of kidnapped teenagers caught between ISIS and the Taliban.",41134,assert
tmdb.movie/1043905,tmdb.movie/original_title,Dirty Angels,41134,assert
tmdb.movie/1043905,tmdb.movie/original_language,en,41134,assert
tmdb.movie/1043905,tmdb.movie/id,1043905,41134,assert
tmdb.movie/1043905,tmdb.movie/genre_id,28,41134,assert
tmdb.movie/1043905,tmdb.movie/genre_id,18,41134,assert
tmdb.movie/1043905,tmdb.movie/backdrop_path,/yBMGM7x8lPXUlmTNfCLZvHbpJmk.jpg,41134,assert
tmdb.movie/1043905,tmdb.movie/adult,false,41134,assert
tmdb.movie/104394,tmdb.movie/vote_count,16,41353,assert
tmdb.movie/104394,tmdb.movie/vote_average,6.9,41353,assert
tmdb.movie/104394,tmdb.movie/video,false,41353,assert
tmdb.movie/104394,tmdb.movie/title,Death of a Salesman,41353,assert
tmdb.movie/104394,tmdb.movie/release_date,1951-12-20,41353,assert
tmdb.movie/104394,tmdb.movie/poster_path,/xnyRkG1LMQX0NUpROq61GiKW7eJ.jpg,41353,assert
tmdb.movie/104394,tmdb.movie/popularity,4.0798,41353,assert
tmdb.movie/104394,tmdb.movie/overview,"Willy Loman, an aging, failing salesman, struggles to accept reality and his failure to achieve the American Dream.",41353,assert
tmdb.movie/104394,tmdb.movie/original_title,Death of a Salesman,41353,assert
tmdb.movie/104394,tmdb.movie/original_language,en,41353,assert
tmdb.movie/104394,tmdb.movie/id,104394,41353,assert
tmdb.movie/104394,tmdb.movie/genre_id,18,41353,assert
tmdb.movie/104394,tmdb.movie/backdrop_path,/kyclVGdxYT67UGSxrVtXdHjSZNb.jpg,41353,assert
tmdb.movie/104394,tmdb.movie/adult,false,41353,assert
tmdb.movie/104413,tmdb.movie/vote_count,8,41274,assert
tmdb.movie/104413,tmdb.movie/vote_average,2.5,41274,assert
tmdb.movie/104413,tmdb.movie/video,false,41274,assert
tmdb.movie/104413,tmdb.movie/title,Screwball Hotel,41274,assert
tmdb.movie/104413,tmdb.movie/release_date,1988-12-01,41274,assert
tmdb.movie/104413,tmdb.movie/poster_path,/7kxIy3ipMKv0ZhnJKnuxIo5dLcT.jpg,41274,assert
tmdb.movie/104413,tmdb.movie/popularity,3.7631,41274,assert
tmdb.movie/104413,tmdb.movie/overview,"Three boys drop out of military school. They get jobs working at a hotel, but it's about to go under. They decide to help the owner raise enough money to stay in business. They prove that sex sells by holding ""Miss Purity Pageant"" starring some of the females staying at the hotel.",41274,assert
tmdb.movie/104413,tmdb.movie/original_title,Screwball Hotel,41274,assert
tmdb.movie/104413,tmdb.movie/original_language,en,41274,assert
tmdb.movie/104413,tmdb.movie/id,104413,41274,assert
tmdb.movie/104413,tmdb.movie/genre_id,35,41274,assert
tmdb.movie/104413,tmdb.movie/backdrop_path,/rKJrWuzfwemNKfZlve76C99I02f.jpg,41274,assert
tmdb.movie/104413,tmdb.movie/adult,false,41274,assert
tmdb.movie/1044512,tmdb.movie/vote_count,0,41528,assert
tmdb.movie/1044512,tmdb.movie/vote_average,0,41528,assert
tmdb.movie/1044512,tmdb.movie/video,false,41528,assert
tmdb.movie/1044512,tmdb.movie/title,Target Nicaragua: Inside a Covert War,41528,assert
tmdb.movie/1044512,tmdb.movie/release_date,1983-01-01,41528,assert
tmdb.movie/1044512,tmdb.movie/poster_path,/hGWK7WBQeaHrXre4PRbubOUyHPk.jpg,41528,assert
tmdb.movie/1044512,tmdb.movie/popularity,1.5465,41528,assert
tmdb.movie/1044512,tmdb.movie/overview,"Traveling through villages along the Nicaraguan-Honduran border, the filmmakers document the impact of the covert war against Nicaragua's Sandinista government, featuring interviews with mercenaries, soldiers, spies and civilian victims.",41528,assert
tmdb.movie/1044512,tmdb.movie/original_title,Target Nicaragua: Inside a Covert War,41528,assert
tmdb.movie/1044512,tmdb.movie/original_language,en,41528,assert
tmdb.movie/1044512,tmdb.movie/id,1044512,41528,assert
tmdb.movie/1044512,tmdb.movie/genre_id,99,41528,assert
tmdb.movie/1044512,tmdb.movie/backdrop_path,,41528,assert
tmdb.movie/1044512,tmdb.movie/adult,false,41528,assert
tmdb.movie/1044616,tmdb.movie/vote_count,0,41275,assert
tmdb.movie/1044616,tmdb.movie/vote_average,0,41275,assert
tmdb.movie/1044616,tmdb.movie/video,false,41275,assert
tmdb.movie/1044616,tmdb.movie/title,Energy: A Documentary About Damo Suzuki,41275,assert
tmdb.movie/1044616,tmdb.movie/release_date,2022-11-10,41275,assert
tmdb.movie/1044616,tmdb.movie/poster_path,/zdBWJDpUrYNDOXPVeBaNQJckduC.jpg,41275,assert
tmdb.movie/1044616,tmdb.movie/popularity,3.9111,41275,assert
tmdb.movie/1044616,tmdb.movie/overview,"An existential journey through the power of healing with the enigmatic Damo Suzuki, former lead singer of krautrock legends CAN.",41275,assert
tmdb.movie/1044616,tmdb.movie/original_title,Energy: A Documentary About Damo Suzuki,41275,assert
tmdb.movie/1044616,tmdb.movie/original_language,en,41275,assert
tmdb.movie/1044616,tmdb.movie/id,1044616,41275,assert
tmdb.movie/1044616,tmdb.movie/genre_id,10402,41275,assert
tmdb.movie/1044616,tmdb.movie/genre_id,99,41275,assert
tmdb.movie/1044616,tmdb.movie/backdrop_path,,41275,assert
tmdb.movie/1044616,tmdb.movie/adult,false,41275,assert
tmdb.movie/1044768,tmdb.movie/vote_count,6,41169,assert
tmdb.movie/1044768,tmdb.movie/vote_average,5.2,41169,assert
tmdb.movie/1044768,tmdb.movie/video,false,41169,assert
tmdb.movie/1044768,tmdb.movie/title,Looking Through Water,41169,assert
tmdb.movie/1044768,tmdb.movie/release_date,2025-09-03,41169,assert
tmdb.movie/1044768,tmdb.movie/poster_path,/Aryl5Y87ynfyrs4U0ktPHJ7XQ5i.jpg,41169,assert
tmdb.movie/1044768,tmdb.movie/popularity,4.3204,41169,assert
tmdb.movie/1044768,tmdb.movie/overview,"William McKay’s successful New York executive career is in ruins after a shocking betrayal. Called by his estranged father, William travels to Belize for a father & son fishing tournament that reopens old wounds and sparks new understanding. Decades later, William recalls that pivotal trip as he tries to connect with his angry, distant grandson.",41169,assert
tmdb.movie/1044768,tmdb.movie/original_title,Looking Through Water,41169,assert
tmdb.movie/1044768,tmdb.movie/original_language,en,41169,assert
tmdb.movie/1044768,tmdb.movie/id,1044768,41169,assert
tmdb.movie/1044768,tmdb.movie/genre_id,18,41169,assert
tmdb.movie/1044768,tmdb.movie/backdrop_path,/avkhNWSrvm36mvs4TdgnBwenRxj.jpg,41169,assert
tmdb.movie/1044768,tmdb.movie/adult,false,41169,assert
tmdb.movie/10452,tmdb.movie/vote_count,408,41335,assert
tmdb.movie/10452,tmdb.movie/vote_average,7.188,41335,assert
tmdb.movie/10452,tmdb.movie/video,false,41335,assert
tmdb.movie/10452,tmdb.movie/title,Queen Margot,41335,assert
tmdb.movie/10452,tmdb.movie/release_date,1994-05-13,41335,assert
tmdb.movie/10452,tmdb.movie/poster_path,/8uGkhBLiJMIkwohGPo3iB9AuwDg.jpg,41335,assert
tmdb.movie/10452,tmdb.movie/popularity,5.1272,41335,assert
tmdb.movie/10452,tmdb.movie/overview,"Paris, Kingdom of France, August 18, 1572. To avoid the outbreak of a religious war, the Catholic princess Marguerite de Valois, sister of the feeble King Charles IX, marries the Huguenot King Henry III of Navarre.",41335,assert
tmdb.movie/10452,tmdb.movie/original_title,La Reine Margot,41335,assert
tmdb.movie/10452,tmdb.movie/original_language,fr,41335,assert
tmdb.movie/10452,tmdb.movie/id,10452,41335,assert
tmdb.movie/10452,tmdb.movie/genre_id,36,41335,assert
tmdb.movie/10452,tmdb.movie/genre_id,18,41335,assert
tmdb.movie/10452,tmdb.movie/backdrop_path,/h0lGYUOxXKCM1W7cgvHN1UW1TC4.jpg,41335,assert
tmdb.movie/10452,tmdb.movie/adult,false,41335,assert
tmdb.movie/1045381,tmdb.movie/vote_count,0,41221,assert
tmdb.movie/1045381,tmdb.movie/vote_average,0,41221,assert
tmdb.movie/1045381,tmdb.movie/video,false,41221,assert
tmdb.movie/1045381,tmdb.movie/title,A Far-Out Fourth,41221,assert
tmdb.movie/1045381,tmdb.movie/release_date,1984-07-01,41221,assert
tmdb.movie/1045381,tmdb.movie/poster_path,/awIkFDLDpRf4q38veo05CTi1XPK.jpg,41221,assert
tmdb.movie/1045381,tmdb.movie/popularity,3.9818,41221,assert
tmdb.movie/1045381,tmdb.movie/overview,"When aliens kidnap Carl and whisk him away to the planet Klepter, he incites a prisoner revolt to get back to Earth in time for the Fourth of July.",41221,assert
tmdb.movie/1045381,tmdb.movie/original_title,A Far-Out Fourth,41221,assert
tmdb.movie/1045381,tmdb.movie/original_language,en,41221,assert
tmdb.movie/1045381,tmdb.movie/id,1045381,41221,assert
tmdb.movie/1045381,tmdb.movie/backdrop_path,,41221,assert
tmdb.movie/1045381,tmdb.movie/adult,false,41221,assert
tmdb.movie/1045794,tmdb.movie/vote_count,14,41192,assert
tmdb.movie/1045794,tmdb.movie/vote_average,4,41192,assert
tmdb.movie/1045794,tmdb.movie/video,false,41192,assert
tmdb.movie/1045794,tmdb.movie/title,Sabel Is Still Young,41192,assert
tmdb.movie/1045794,tmdb.movie/release_date,2022-12-02,41192,assert
tmdb.movie/1045794,tmdb.movie/poster_path,/2oPUEyGPChJHNtwiQEp0agO9LwP.jpg,41192,assert
tmdb.movie/1045794,tmdb.movie/popularity,6.8843,41192,assert
tmdb.movie/1045794,tmdb.movie/overview,"The married life of Sabel and Brian was cut short when three men rape her and kill Brian in their honeymoon. Surviving from the crime, she vows to let the culprits experience hell.",41192,assert
tmdb.movie/1045794,tmdb.movie/original_title,Bata pa si Sabel,41192,assert
tmdb.movie/1045794,tmdb.movie/original_language,tl,41192,assert
tmdb.movie/1045794,tmdb.movie/id,1045794,41192,assert
tmdb.movie/1045794,tmdb.movie/genre_id,53,41192,assert
tmdb.movie/1045794,tmdb.movie/backdrop_path,/nymdIREJw2omTiOZPMv3oqzexhO.jpg,41192,assert
tmdb.movie/1045794,tmdb.movie/adult,false,41192,assert
tmdb.movie/10466,tmdb.movie/vote_count,1204,41572,assert
tmdb.movie/10466,tmdb.movie/vote_average,6.512,41572,assert
tmdb.movie/10466,tmdb.movie/video,false,41572,assert
tmdb.movie/10466,tmdb.movie/title,The Money Pit,41572,assert
tmdb.movie/10466,tmdb.movie/release_date,1986-03-26,41572,assert
tmdb.movie/10466,tmdb.movie/poster_path,/bohhidIi1WWU5NNYF9l5wLQu3Ii.jpg,41572,assert
tmdb.movie/10466,tmdb.movie/popularity,11.1477,41572,assert
tmdb.movie/10466,tmdb.movie/overview,"After being evicted from their Manhattan apartment, a couple buy what looks like the home of their dreams—only to find themselves saddled with a bank-account-draining nightmare. Struggling to keep their relationship together as their rambling mansion falls to pieces around them, the two watch in hilarious horror as everything—including the kitchen sink—disappears into the Money Pit.",41572,assert
tmdb.movie/10466,tmdb.movie/original_title,The Money Pit,41572,assert
tmdb.movie/10466,tmdb.movie/original_language,en,41572,assert
tmdb.movie/10466,tmdb.movie/id,10466,41572,assert
tmdb.movie/10466,tmdb.movie/genre_id,10749,41572,assert
tmdb.movie/10466,tmdb.movie/genre_id,35,41572,assert
tmdb.movie/10466,tmdb.movie/backdrop_path,/2C2kUFxhs5u2G9xeg4KQ0FZvFFA.jpg,41572,assert
tmdb.movie/10466,tmdb.movie/adult,false,41572,assert
tmdb.movie/1046678,tmdb.movie/vote_count,0,41386,assert
tmdb.movie/1046678,tmdb.movie/vote_average,0,41386,assert
tmdb.movie/1046678,tmdb.movie/video,false,41386,assert
tmdb.movie/1046678,tmdb.movie/title,Kali-Katha: The Prologue to Ugly,41386,assert
tmdb.movie/1046678,tmdb.movie/release_date,2014-12-23,41386,assert
tmdb.movie/1046678,tmdb.movie/poster_path,/3yP17dZ0zIOG8L4Inlr0j91Ttvr.jpg,41386,assert
tmdb.movie/1046678,tmdb.movie/popularity,4.0444,41386,assert
tmdb.movie/1046678,tmdb.movie/overview,A struggling actor and his desperate wife get twisted by society and conceive Kali.,41386,assert
tmdb.movie/1046678,tmdb.movie/original_title,Kali-Katha: The Prologue to Ugly,41386,assert
tmdb.movie/1046678,tmdb.movie/original_language,hi,41386,assert
tmdb.movie/1046678,tmdb.movie/id,1046678,41386,assert
tmdb.movie/1046678,tmdb.movie/backdrop_path,,41386,assert
tmdb.movie/1046678,tmdb.movie/adult,false,41386,assert
tmdb.movie/1046758,tmdb.movie/vote_count,19,41598,assert
tmdb.movie/1046758,tmdb.movie/vote_average,6.721,41598,assert
tmdb.movie/1046758,tmdb.movie/video,false,41598,assert
tmdb.movie/1046758,tmdb.movie/title,Sew Torn,41598,assert
tmdb.movie/1046758,tmdb.movie/release_date,2025-09-11,41598,assert
tmdb.movie/1046758,tmdb.movie/poster_path,/6N3bJq0VInPhifYml7cZ0TjRrXb.jpg,41598,assert
tmdb.movie/1046758,tmdb.movie/popularity,5.6309,41598,assert
tmdb.movie/1046758,tmdb.movie/overview,"A seamstress gets tangled in her own thread after stealing a briefcase from a drug deal gone bad. In an escalating game of cat and mouse, her different choices lead to drastically different outcomes along the way.",41598,assert
tmdb.movie/1046758,tmdb.movie/original_title,Sew Torn,41598,assert
tmdb.movie/1046758,tmdb.movie/original_language,en,41598,assert
tmdb.movie/1046758,tmdb.movie/id,1046758,41598,assert
tmdb.movie/1046758,tmdb.movie/genre_id,53,41598,assert
tmdb.movie/1046758,tmdb.movie/genre_id,35,41598,assert
tmdb.movie/1046758,tmdb.movie/backdrop_path,/qs7JANX6vjjWkZZIPRT7YD0Ej0j.jpg,41598,assert
tmdb.movie/1046758,tmdb.movie/adult,false,41598,assert
tmdb.movie/104743,tmdb.movie/vote_count,6,41587,assert
tmdb.movie/104743,tmdb.movie/vote_average,4.333,41587,assert
tmdb.movie/104743,tmdb.movie/video,false,41587,assert
tmdb.movie/104743,tmdb.movie/title,"Skin of Man, Heart of Beast",41587,assert
tmdb.movie/104743,tmdb.movie/release_date,1999-08-11,41587,assert
tmdb.movie/104743,tmdb.movie/poster_path,/552zrfQbpJJJfS8WnRpkl49WPAB.jpg,41587,assert
tmdb.movie/104743,tmdb.movie/popularity,7.2814,41587,assert
tmdb.movie/104743,tmdb.movie/overview,"After fifteen years of absence, a man returns to his family. Five-year-old Aurelie watches the stranger arrive and develops an immediate affinity with him. Her older sister, however, is very suspicious of the intruder and certain that misfortune will follow. The adults see nothing, but struggle with all their might when tragedy strikes. Naturally, the two girls bear the brunt of the impact. The film is an homage to the distant and primitive world of childhood, which shapes each of us.",41587,assert
tmdb.movie/104743,tmdb.movie/original_title,Peau d'homme coeur de bête,41587,assert
tmdb.movie/104743,tmdb.movie/original_language,fr,41587,assert
tmdb.movie/104743,tmdb.movie/id,104743,41587,assert
tmdb.movie/104743,tmdb.movie/genre_id,53,41587,assert
tmdb.movie/104743,tmdb.movie/genre_id,18,41587,assert
tmdb.movie/104743,tmdb.movie/backdrop_path,,41587,assert
tmdb.movie/104743,tmdb.movie/adult,false,41587,assert
tmdb.movie/10476,tmdb.movie/vote_count,423,41326,assert
tmdb.movie/10476,tmdb.movie/vote_average,7.2,41326,assert
tmdb.movie/10476,tmdb.movie/video,false,41326,assert
tmdb.movie/10476,tmdb.movie/title,Hustle & Flow,41326,assert
tmdb.movie/10476,tmdb.movie/release_date,2005-07-22,41326,assert
tmdb.movie/10476,tmdb.movie/poster_path,/yO5QTMZ2Oex6mwsgJuwRuINGuOQ.jpg,41326,assert
tmdb.movie/10476,tmdb.movie/popularity,5.4021,41326,assert
tmdb.movie/10476,tmdb.movie/overview,"With help from his friends, a Memphis pimp in a mid-life crisis attempts to become a successful hip-hop emcee.",41326,assert
tmdb.movie/10476,tmdb.movie/original_title,Hustle & Flow,41326,assert
tmdb.movie/10476,tmdb.movie/original_language,en,41326,assert
tmdb.movie/10476,tmdb.movie/id,10476,41326,assert
tmdb.movie/10476,tmdb.movie/genre_id,80,41326,assert
tmdb.movie/10476,tmdb.movie/genre_id,18,41326,assert
tmdb.movie/10476,tmdb.movie/backdrop_path,/d4ZrRcwEPmLQvOCyrSdWw5NglGB.jpg,41326,assert
tmdb.movie/10476,tmdb.movie/adult,false,41326,assert
tmdb.movie/1047733,tmdb.movie/vote_count,1,41182,assert
tmdb.movie/1047733,tmdb.movie/vote_average,9,41182,assert
tmdb.movie/1047733,tmdb.movie/video,false,41182,assert
tmdb.movie/1047733,tmdb.movie/title,The Burning Fiery Furnace,41182,assert
tmdb.movie/1047733,tmdb.movie/release_date,1967-11-12,41182,assert
tmdb.movie/1047733,tmdb.movie/poster_path,/bYXBAP2lCniNP8VlONXELatx9UA.jpg,41182,assert
tmdb.movie/1047733,tmdb.movie/popularity,4.9074,41182,assert
tmdb.movie/1047733,tmdb.movie/overview,Tony Palmer's documentary about the staging of Britten's choral work.,41182,assert
tmdb.movie/1047733,tmdb.movie/original_title,The Burning Fiery Furnace,41182,assert
tmdb.movie/1047733,tmdb.movie/original_language,en,41182,assert
tmdb.movie/1047733,tmdb.movie/id,1047733,41182,assert
tmdb.movie/1047733,tmdb.movie/genre_id,99,41182,assert
tmdb.movie/1047733,tmdb.movie/backdrop_path,,41182,assert
tmdb.movie/1047733,tmdb.movie/adult,false,41182,assert
tmdb.movie/1047816,tmdb.movie/vote_count,0,41426,assert
tmdb.movie/1047816,tmdb.movie/vote_average,0,41426,assert
tmdb.movie/1047816,tmdb.movie/video,false,41426,assert
tmdb.movie/1047816,tmdb.movie/title,Plea,41426,assert
tmdb.movie/1047816,tmdb.movie/release_date,2024-12-29,41426,assert
tmdb.movie/1047816,tmdb.movie/poster_path,/wT3lNnPzTt3NyBvAcPKA7lbFbJI.jpg,41426,assert
tmdb.movie/1047816,tmdb.movie/popularity,4.0857,41426,assert
tmdb.movie/1047816,tmdb.movie/overview,"After 20 years in prison, a wrongfully convicted man is released from prison for rape and murder. He reconnects with his adult daughter and tries to rebuild his life. The victim's husband has become a recluse, obsessed with a true crime documentary about the case, and tries to contact law enforcement to reopen the investigation and find the real killer, but they consider it case closed. Then the prosecutor is kidnapped in a desperate attempt to convince her to find the real killer.",41426,assert
tmdb.movie/1047816,tmdb.movie/original_title,Plea,41426,assert
tmdb.movie/1047816,tmdb.movie/original_language,en,41426,assert
tmdb.movie/1047816,tmdb.movie/id,1047816,41426,assert
tmdb.movie/1047816,tmdb.movie/genre_id,53,41426,assert
tmdb.movie/1047816,tmdb.movie/genre_id,18,41426,assert
tmdb.movie/1047816,tmdb.movie/backdrop_path,/6SJm6gicdHxvFIBhkgAvUfIRcTT.jpg,41426,assert
tmdb.movie/1047816,tmdb.movie/adult,false,41426,assert
tmdb.movie/1047873,tmdb.movie/vote_count,0,41488,assert
tmdb.movie/1047873,tmdb.movie/vote_average,0,41488,assert
tmdb.movie/1047873,tmdb.movie/video,false,41488,assert
tmdb.movie/1047873,tmdb.movie/title,The Tower of the Astro-Cyclops,41488,assert
tmdb.movie/1047873,tmdb.movie/release_date,1994-01-01,41488,assert
tmdb.movie/1047873,tmdb.movie/poster_path,/g47a2O2lBdbFvLdIgHssSnn2J5O.jpg,41488,assert
tmdb.movie/1047873,tmdb.movie/popularity,1.8277,41488,assert
tmdb.movie/1047873,tmdb.movie/overview,"A portrait of a French scientist and author who explores the heavens above and beyond the call of duty. A man unafraid to turn over the rocks that litter a terrain of terror and titillation: a terrain of things that go jump in the night and hide by day only, to re-surface in our nightmares.",41488,assert
tmdb.movie/1047873,tmdb.movie/original_title,The Tower of the Astro-Cyclops,41488,assert
tmdb.movie/1047873,tmdb.movie/original_language,en,41488,assert
tmdb.movie/1047873,tmdb.movie/id,1047873,41488,assert
tmdb.movie/1047873,tmdb.movie/genre_id,35,41488,assert
tmdb.movie/1047873,tmdb.movie/backdrop_path,,41488,assert
tmdb.movie/1047873,tmdb.movie/adult,false,41488,assert
tmdb.movie/1047884,tmdb.movie/vote_count,1,41141,assert
tmdb.movie/1047884,tmdb.movie/vote_average,7,41141,assert
tmdb.movie/1047884,tmdb.movie/video,false,41141,assert
tmdb.movie/1047884,tmdb.movie/title,Family Matters,41141,assert
tmdb.movie/1047884,tmdb.movie/release_date,2025-09-12,41141,assert
tmdb.movie/1047884,tmdb.movie/poster_path,/nmTk4v2f6d2Bgeiq049xSMV0Dgt.jpg,41141,assert
tmdb.movie/1047884,tmdb.movie/popularity,6.5937,41141,assert
tmdb.movie/1047884,tmdb.movie/overview,"Elder sister, Spring, seeks her origins before heading to university, Autumn, the mother, grapples with conceiving a child through artificial insemination, Summer, the younger brother, tries to engage with a paternal figure he barely knows just before his military service, and Winter, the father, desperately tries to change his fate as problems mount up.",41141,assert
tmdb.movie/1047884,tmdb.movie/original_title,我家的事,41141,assert
tmdb.movie/1047884,tmdb.movie/original_language,zh,41141,assert
tmdb.movie/1047884,tmdb.movie/id,1047884,41141,assert
tmdb.movie/1047884,tmdb.movie/genre_id,10751,41141,assert
tmdb.movie/1047884,tmdb.movie/genre_id,18,41141,assert
tmdb.movie/1047884,tmdb.movie/backdrop_path,/y0VkevEaXZAEgDW83iwrelTeBKK.jpg,41141,assert
tmdb.movie/1047884,tmdb.movie/adult,false,41141,assert
tmdb.movie/1048181,tmdb.movie/vote_count,0,41173,assert
tmdb.movie/1048181,tmdb.movie/vote_average,0,41173,assert
tmdb.movie/1048181,tmdb.movie/video,false,41173,assert
tmdb.movie/1048181,tmdb.movie/title,Ten Violent Women: Part Two,41173,assert
tmdb.movie/1048181,tmdb.movie/release_date,2017-12-01,41173,assert
tmdb.movie/1048181,tmdb.movie/poster_path,/4JxCRnVWqGXMtATdN7LD76d0TAP.jpg,41173,assert
tmdb.movie/1048181,tmdb.movie/popularity,4.9718,41173,assert
tmdb.movie/1048181,tmdb.movie/overview,"When two athletic girls are forced to become drug mules and are then murdered by the mob, their girlfriends from the gym unite to avenge their deaths.",41173,assert
tmdb.movie/1048181,tmdb.movie/original_title,Ten Violent Women: Part Two,41173,assert
